,Target,QID Combination,DiSCO Score
67,PINCP,"('DPHY', 'MSP', 'RAC1P', 'SEX')",0.0001
68,PINCP,"('DPHY', 'EDU', 'RAC1P', 'SEX')",0.0059
69,PINCP,"('DPHY', 'INDP', 'RAC1P', 'SEX')",0.0037
70,PINCP,"('INDP_CAT', 'NOC', 'RAC1P', 'SEX')",0.0017
71,PINCP,"('DEYE', 'INDP_CAT', 'RAC1P', 'SEX')",0.0001
72,PINCP,"('INDP_CAT', 'PUMA', 'RAC1P', 'SEX')",0.0032
73,PINCP,"('INDP_CAT', 'OWN_RENT', 'RAC1P', 'SEX')",0.0003
74,PINCP,"('INDP_CAT', 'RAC1P', 'SEX', 'WGTP')",0.0062
75,PINCP,"('HISP', 'INDP_CAT', 'RAC1P', 'SEX')",0.0005
76,PINCP,"('DVET', 'INDP_CAT', 'RAC1P', 'SEX')",0.0001
77,PINCP,"('INDP_CAT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0083
78,PINCP,"('DREM', 'INDP_CAT', 'RAC1P', 'SEX')",0.0001
79,PINCP,"('DEAR', 'INDP_CAT', 'RAC1P', 'SEX')",0.0001
80,PINCP,"('INDP_CAT', 'NPF', 'RAC1P', 'SEX')",0.0056
81,PINCP,"('AGEP', 'INDP_CAT', 'RAC1P', 'SEX')",0.0058
82,PINCP,"('INDP_CAT', 'MSP', 'RAC1P', 'SEX')",0.0006
83,PINCP,"('EDU', 'INDP_CAT', 'RAC1P', 'SEX')",0.0037
84,PINCP,"('INDP', 'INDP_CAT', 'RAC1P', 'SEX')",0.0043
85,PINCP,"('DEYE', 'NOC', 'RAC1P', 'SEX')",0.0004
86,PINCP,"('NOC', 'PUMA', 'RAC1P', 'SEX')",0.0032
87,PINCP,"('NOC', 'OWN_RENT', 'RAC1P', 'SEX')",0.001
88,PINCP,"('NOC', 'RAC1P', 'SEX', 'WGTP')",0.0034
89,PINCP,"('HISP', 'NOC', 'RAC1P', 'SEX')",0.0019
90,PINCP,"('DVET', 'NOC', 'RAC1P', 'SEX')",0.0005
91,PINCP,"('NOC', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0055
92,PINCP,"('DREM', 'NOC', 'RAC1P', 'SEX')",0.001
93,PINCP,"('DEAR', 'NOC', 'RAC1P', 'SEX')",0.0005
94,PINCP,"('NOC', 'NPF', 'RAC1P', 'SEX')",0.0021
95,PINCP,"('AGEP', 'NOC', 'RAC1P', 'SEX')",0.0054
96,PINCP,"('MSP', 'NOC', 'RAC1P', 'SEX')",0.0014
97,PINCP,"('EDU', 'NOC', 'RAC1P', 'SEX')",0.0029
98,PINCP,"('INDP', 'NOC', 'RAC1P', 'SEX')",0.0049
99,PINCP,"('DEYE', 'PUMA', 'RAC1P', 'SEX')",0.0001
100,PINCP,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
101,PINCP,"('DEYE', 'RAC1P', 'SEX', 'WGTP')",0.0002
102,PINCP,"('DEYE', 'HISP', 'RAC1P', 'SEX')",0.0001
103,PINCP,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0
104,PINCP,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0
105,PINCP,"('DEYE', 'DREM', 'RAC1P', 'SEX')",0.0016
106,PINCP,"('DEAR', 'DEYE', 'RAC1P', 'SEX')",0.0
107,PINCP,"('DEYE', 'NPF', 'RAC1P', 'SEX')",0.0002
108,PINCP,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0003
109,PINCP,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0003
110,PINCP,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0001
111,PINCP,"('DEYE', 'INDP', 'RAC1P', 'SEX')",0.0019
112,PINCP,"('OWN_RENT', 'PUMA', 'RAC1P', 'SEX')",0.0008
113,PINCP,"('PUMA', 'RAC1P', 'SEX', 'WGTP')",0.0045
114,PINCP,"('HISP', 'PUMA', 'RAC1P', 'SEX')",0.0012
115,PINCP,"('DVET', 'PUMA', 'RAC1P', 'SEX')",0.0
116,PINCP,"('PINCP_DECILE', 'PUMA', 'RAC1P', 'SEX')",0.005
117,PINCP,"('DREM', 'PUMA', 'RAC1P', 'SEX')",0.0015
118,PINCP,"('DEAR', 'PUMA', 'RAC1P', 'SEX')",0.0001
119,PINCP,"('NPF', 'PUMA', 'RAC1P', 'SEX')",0.0043
120,PINCP,"('AGEP', 'PUMA', 'RAC1P', 'SEX')",0.0054
121,PINCP,"('MSP', 'PUMA', 'RAC1P', 'SEX')",0.0027
122,PINCP,"('EDU', 'PUMA', 'RAC1P', 'SEX')",0.0064
123,PINCP,"('INDP', 'PUMA', 'RAC1P', 'SEX')",0.0068
124,PINCP,"('OWN_RENT', 'RAC1P', 'SEX', 'WGTP')",0.0011
125,PINCP,"('HISP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0003
126,PINCP,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
127,PINCP,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0003
128,PINCP,"('DREM', 'OWN_RENT', 'RAC1P', 'SEX')",0.0011
129,PINCP,"('DEAR', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
130,PINCP,"('NPF', 'OWN_RENT', 'RAC1P', 'SEX')",0.0014
131,PINCP,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0023
132,PINCP,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0002
133,PINCP,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.001
134,PINCP,"('INDP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0025
135,PINCP,"('HISP', 'RAC1P', 'SEX', 'WGTP')",0.0012
136,PINCP,"('DVET', 'RAC1P', 'SEX', 'WGTP')",0.0002
137,PINCP,"('PINCP_DECILE', 'RAC1P', 'SEX', 'WGTP')",0.0056
138,PINCP,"('DREM', 'RAC1P', 'SEX', 'WGTP')",0.0012
139,PINCP,"('DEAR', 'RAC1P', 'SEX', 'WGTP')",0.0002
140,PINCP,"('NPF', 'RAC1P', 'SEX', 'WGTP')",0.004
141,PINCP,"('AGEP', 'RAC1P', 'SEX', 'WGTP')",0.006
142,PINCP,"('MSP', 'RAC1P', 'SEX', 'WGTP')",0.0026
143,PINCP,"('EDU', 'RAC1P', 'SEX', 'WGTP')",0.0031
144,PINCP,"('INDP', 'RAC1P', 'SEX', 'WGTP')",0.0074
145,PINCP,"('DVET', 'HISP', 'RAC1P', 'SEX')",0.0002
146,PINCP,"('HISP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.001
147,PINCP,"('DREM', 'HISP', 'RAC1P', 'SEX')",0.0014
148,PINCP,"('DEAR', 'HISP', 'RAC1P', 'SEX')",0.0001
149,PINCP,"('HISP', 'NPF', 'RAC1P', 'SEX')",0.0009
150,PINCP,"('AGEP', 'HISP', 'RAC1P', 'SEX')",0.0014
151,PINCP,"('HISP', 'MSP', 'RAC1P', 'SEX')",0.0019
152,PINCP,"('EDU', 'HISP', 'RAC1P', 'SEX')",0.0033
153,PINCP,"('HISP', 'INDP', 'RAC1P', 'SEX')",0.0029
154,PINCP,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0
155,PINCP,"('DREM', 'DVET', 'RAC1P', 'SEX')",0.0014
156,PINCP,"('DEAR', 'DVET', 'RAC1P', 'SEX')",0.0
157,PINCP,"('DVET', 'NPF', 'RAC1P', 'SEX')",0.0003
158,PINCP,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0002
159,PINCP,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0002
160,PINCP,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0008
161,PINCP,"('DVET', 'INDP', 'RAC1P', 'SEX')",0.0018
162,PINCP,"('DREM', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.004
163,PINCP,"('DEAR', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0
164,PINCP,"('NPF', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0039
165,PINCP,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0059
166,PINCP,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0008
167,PINCP,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0034
168,PINCP,"('INDP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0051
169,PINCP,"('DEAR', 'DREM', 'RAC1P', 'SEX')",0.0014
170,PINCP,"('DREM', 'NPF', 'RAC1P', 'SEX')",0.0011
171,PINCP,"('AGEP', 'DREM', 'RAC1P', 'SEX')",0.0003
172,PINCP,"('DREM', 'MSP', 'RAC1P', 'SEX')",0.0026
173,PINCP,"('DREM', 'EDU', 'RAC1P', 'SEX')",0.0019
174,PINCP,"('DREM', 'INDP', 'RAC1P', 'SEX')",0.0045
175,PINCP,"('DEAR', 'NPF', 'RAC1P', 'SEX')",0.0003
176,PINCP,"('AGEP', 'DEAR', 'RAC1P', 'SEX')",0.0003
177,PINCP,"('DEAR', 'MSP', 'RAC1P', 'SEX')",0.0002
178,PINCP,"('DEAR', 'EDU', 'RAC1P', 'SEX')",0.0001
179,PINCP,"('DEAR', 'INDP', 'RAC1P', 'SEX')",0.0021
180,PINCP,"('AGEP', 'NPF', 'RAC1P', 'SEX')",0.0041
181,PINCP,"('MSP', 'NPF', 'RAC1P', 'SEX')",0.0018
182,PINCP,"('EDU', 'NPF', 'RAC1P', 'SEX')",0.0041
183,PINCP,"('INDP', 'NPF', 'RAC1P', 'SEX')",0.0069
184,PINCP,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.0008
185,PINCP,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.0022
186,PINCP,"('AGEP', 'INDP', 'RAC1P', 'SEX')",0.0112
187,PINCP,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.001
188,PINCP,"('INDP', 'MSP', 'RAC1P', 'SEX')",0.0033
189,PINCP,"('EDU', 'INDP', 'RAC1P', 'SEX')",0.0082
190,POVPIP,"('HOUSING_TYPE', 'PINCP', 'RAC1P', 'SEX')",0.0014
191,POVPIP,"('PINCP', 'PWGTP', 'RAC1P', 'SEX')",0.0106
192,POVPIP,"('DPHY', 'PINCP', 'RAC1P', 'SEX')",0.0011
193,POVPIP,"('INDP_CAT', 'PINCP', 'RAC1P', 'SEX')",0.0095
194,POVPIP,"('NOC', 'PINCP', 'RAC1P', 'SEX')",0.0037
195,POVPIP,"('DEYE', 'PINCP', 'RAC1P', 'SEX')",0.0008
196,POVPIP,"('PINCP', 'PUMA', 'RAC1P', 'SEX')",0.0103
197,POVPIP,"('OWN_RENT', 'PINCP', 'RAC1P', 'SEX')",0.0021
198,POVPIP,"('PINCP', 'RAC1P', 'SEX', 'WGTP')",0.0081
199,POVPIP,"('HISP', 'PINCP', 'RAC1P', 'SEX')",0.0022
200,POVPIP,"('DVET', 'PINCP', 'RAC1P', 'SEX')",0.0008
201,POVPIP,"('PINCP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.004
202,POVPIP,"('DREM', 'PINCP', 'RAC1P', 'SEX')",0.0013
203,POVPIP,"('DEAR', 'PINCP', 'RAC1P', 'SEX')",0.001
204,POVPIP,"('NPF', 'PINCP', 'RAC1P', 'SEX')",0.0039
205,POVPIP,"('AGEP', 'PINCP', 'RAC1P', 'SEX')",0.0082
206,POVPIP,"('MSP', 'PINCP', 'RAC1P', 'SEX')",0.0042
207,POVPIP,"('EDU', 'PINCP', 'RAC1P', 'SEX')",0.0068
208,POVPIP,"('INDP', 'PINCP', 'RAC1P', 'SEX')",0.0209
209,POVPIP,"('HOUSING_TYPE', 'PWGTP', 'RAC1P', 'SEX')",0.0009
210,POVPIP,"('DPHY', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
211,POVPIP,"('HOUSING_TYPE', 'INDP_CAT', 'RAC1P', 'SEX')",0.0005
212,POVPIP,"('HOUSING_TYPE', 'NOC', 'RAC1P', 'SEX')",0.0003
213,POVPIP,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
214,POVPIP,"('HOUSING_TYPE', 'PUMA', 'RAC1P', 'SEX')",0.0022
215,POVPIP,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0046
216,POVPIP,"('HOUSING_TYPE', 'RAC1P', 'SEX', 'WGTP')",0.0001
217,POVPIP,"('HISP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0001
218,POVPIP,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
219,POVPIP,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0004
220,POVPIP,"('DREM', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0003
221,POVPIP,"('DEAR', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
222,POVPIP,"('HOUSING_TYPE', 'NPF', 'RAC1P', 'SEX')",0.0007
223,POVPIP,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0003
224,POVPIP,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0003
225,POVPIP,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0007
226,POVPIP,"('HOUSING_TYPE', 'INDP', 'RAC1P', 'SEX')",0.0044
227,POVPIP,"('DPHY', 'PWGTP', 'RAC1P', 'SEX')",0.0009
228,POVPIP,"('INDP_CAT', 'PWGTP', 'RAC1P', 'SEX')",0.0072
229,POVPIP,"('NOC', 'PWGTP', 'RAC1P', 'SEX')",0.0019
230,POVPIP,"('DEYE', 'PWGTP', 'RAC1P', 'SEX')",0.0002
231,POVPIP,"('PUMA', 'PWGTP', 'RAC1P', 'SEX')",0.0062
232,POVPIP,"('OWN_RENT', 'PWGTP', 'RAC1P', 'SEX')",0.0005
233,POVPIP,"('PWGTP', 'RAC1P', 'SEX', 'WGTP')",0.0053
234,POVPIP,"('HISP', 'PWGTP', 'RAC1P', 'SEX')",0.0017
235,POVPIP,"('DVET', 'PWGTP', 'RAC1P', 'SEX')",0.0001
236,POVPIP,"('PINCP_DECILE', 'PWGTP', 'RAC1P', 'SEX')",0.0041
237,POVPIP,"('DREM', 'PWGTP', 'RAC1P', 'SEX')",0.0005
238,POVPIP,"('DEAR', 'PWGTP', 'RAC1P', 'SEX')",0.0004
239,POVPIP,"('NPF', 'PWGTP', 'RAC1P', 'SEX')",0.0029
240,POVPIP,"('AGEP', 'PWGTP', 'RAC1P', 'SEX')",0.0051
241,POVPIP,"('MSP', 'PWGTP', 'RAC1P', 'SEX')",0.0025
242,POVPIP,"('EDU', 'PWGTP', 'RAC1P', 'SEX')",0.0033
243,POVPIP,"('INDP', 'PWGTP', 'RAC1P', 'SEX')",0.0196
244,POVPIP,"('DPHY', 'INDP_CAT', 'RAC1P', 'SEX')",0.0011
245,POVPIP,"('DPHY', 'NOC', 'RAC1P', 'SEX')",0.001
246,POVPIP,"('DEYE', 'DPHY', 'RAC1P', 'SEX')",0.0001
247,POVPIP,"('DPHY', 'PUMA', 'RAC1P', 'SEX')",0.0007
248,POVPIP,"('DPHY', 'OWN_RENT', 'RAC1P', 'SEX')",0.001
249,POVPIP,"('DPHY', 'RAC1P', 'SEX', 'WGTP')",0.0015
250,POVPIP,"('DPHY', 'HISP', 'RAC1P', 'SEX')",0.0003
251,POVPIP,"('DPHY', 'DVET', 'RAC1P', 'SEX')",0.0006
252,POVPIP,"('DPHY', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0004
253,POVPIP,"('DPHY', 'DREM', 'RAC1P', 'SEX')",0.0007
254,POVPIP,"('DEAR', 'DPHY', 'RAC1P', 'SEX')",0.0
255,POVPIP,"('DPHY', 'NPF', 'RAC1P', 'SEX')",0.0012
256,POVPIP,"('AGEP', 'DPHY', 'RAC1P', 'SEX')",0.0019
257,POVPIP,"('DPHY', 'MSP', 'RAC1P', 'SEX')",0.0004
258,POVPIP,"('DPHY', 'EDU', 'RAC1P', 'SEX')",0.0012
259,POVPIP,"('DPHY', 'INDP', 'RAC1P', 'SEX')",0.0066
260,POVPIP,"('INDP_CAT', 'NOC', 'RAC1P', 'SEX')",0.0024
261,POVPIP,"('DEYE', 'INDP_CAT', 'RAC1P', 'SEX')",0.0007
262,POVPIP,"('INDP_CAT', 'PUMA', 'RAC1P', 'SEX')",0.0054
263,POVPIP,"('INDP_CAT', 'OWN_RENT', 'RAC1P', 'SEX')",0.0012
264,POVPIP,"('INDP_CAT', 'RAC1P', 'SEX', 'WGTP')",0.008
265,POVPIP,"('HISP', 'INDP_CAT', 'RAC1P', 'SEX')",0.0013
266,POVPIP,"('DVET', 'INDP_CAT', 'RAC1P', 'SEX')",0.0008
267,POVPIP,"('INDP_CAT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0043
268,POVPIP,"('DREM', 'INDP_CAT', 'RAC1P', 'SEX')",0.0006
269,POVPIP,"('DEAR', 'INDP_CAT', 'RAC1P', 'SEX')",0.0007
270,POVPIP,"('INDP_CAT', 'NPF', 'RAC1P', 'SEX')",0.0028
271,POVPIP,"('AGEP', 'INDP_CAT', 'RAC1P', 'SEX')",0.0052
272,POVPIP,"('INDP_CAT', 'MSP', 'RAC1P', 'SEX')",0.0022
273,POVPIP,"('EDU', 'INDP_CAT', 'RAC1P', 'SEX')",0.0032
274,POVPIP,"('INDP', 'INDP_CAT', 'RAC1P', 'SEX')",0.0132
275,POVPIP,"('DEYE', 'NOC', 'RAC1P', 'SEX')",0.0
276,POVPIP,"('NOC', 'PUMA', 'RAC1P', 'SEX')",0.0019
277,POVPIP,"('NOC', 'OWN_RENT', 'RAC1P', 'SEX')",0.0003
278,POVPIP,"('NOC', 'RAC1P', 'SEX', 'WGTP')",0.0019
279,POVPIP,"('HISP', 'NOC', 'RAC1P', 'SEX')",0.0005
280,POVPIP,"('DVET', 'NOC', 'RAC1P', 'SEX')",0.0001
281,POVPIP,"('NOC', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0015
282,POVPIP,"('DREM', 'NOC', 'RAC1P', 'SEX')",0.0002
283,POVPIP,"('DEAR', 'NOC', 'RAC1P', 'SEX')",0.0
284,POVPIP,"('NOC', 'NPF', 'RAC1P', 'SEX')",0.0008
285,POVPIP,"('AGEP', 'NOC', 'RAC1P', 'SEX')",0.0022
286,POVPIP,"('MSP', 'NOC', 'RAC1P', 'SEX')",0.0006
287,POVPIP,"('EDU', 'NOC', 'RAC1P', 'SEX')",0.0021
288,POVPIP,"('INDP', 'NOC', 'RAC1P', 'SEX')",0.0099
289,POVPIP,"('DEYE', 'PUMA', 'RAC1P', 'SEX')",0.0001
290,POVPIP,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0001
291,POVPIP,"('DEYE', 'RAC1P', 'SEX', 'WGTP')",0.0001
292,POVPIP,"('DEYE', 'HISP', 'RAC1P', 'SEX')",0.0001
293,POVPIP,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0
294,POVPIP,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0003
295,POVPIP,"('DEYE', 'DREM', 'RAC1P', 'SEX')",0.0003
296,POVPIP,"('DEAR', 'DEYE', 'RAC1P', 'SEX')",0.0
297,POVPIP,"('DEYE', 'NPF', 'RAC1P', 'SEX')",0.0
298,POVPIP,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0003
299,POVPIP,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0006
300,POVPIP,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0004
301,POVPIP,"('DEYE', 'INDP', 'RAC1P', 'SEX')",0.005
302,POVPIP,"('OWN_RENT', 'PUMA', 'RAC1P', 'SEX')",0.0008
303,POVPIP,"('PUMA', 'RAC1P', 'SEX', 'WGTP')",0.0057
304,POVPIP,"('HISP', 'PUMA', 'RAC1P', 'SEX')",0.0011
305,POVPIP,"('DVET', 'PUMA', 'RAC1P', 'SEX')",0.0
306,POVPIP,"('PINCP_DECILE', 'PUMA', 'RAC1P', 'SEX')",0.0041
307,POVPIP,"('DREM', 'PUMA', 'RAC1P', 'SEX')",0.0004
308,POVPIP,"('DEAR', 'PUMA', 'RAC1P', 'SEX')",0.0
309,POVPIP,"('NPF', 'PUMA', 'RAC1P', 'SEX')",0.0035
310,POVPIP,"('AGEP', 'PUMA', 'RAC1P', 'SEX')",0.0061
311,POVPIP,"('MSP', 'PUMA', 'RAC1P', 'SEX')",0.004
312,POVPIP,"('EDU', 'PUMA', 'RAC1P', 'SEX')",0.0051
313,POVPIP,"('INDP', 'PUMA', 'RAC1P', 'SEX')",0.0187
314,POVPIP,"('OWN_RENT', 'RAC1P', 'SEX', 'WGTP')",0.0014
315,POVPIP,"('HISP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0001
316,POVPIP,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0007
317,POVPIP,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0002
318,POVPIP,"('DREM', 'OWN_RENT', 'RAC1P', 'SEX')",0.0002
319,POVPIP,"('DEAR', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
320,POVPIP,"('NPF', 'OWN_RENT', 'RAC1P', 'SEX')",0.0011
321,POVPIP,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0005
322,POVPIP,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0003
323,POVPIP,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0014
324,POVPIP,"('INDP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0064
325,POVPIP,"('HISP', 'RAC1P', 'SEX', 'WGTP')",0.0017
326,POVPIP,"('DVET', 'RAC1P', 'SEX', 'WGTP')",0.0002
327,POVPIP,"('PINCP_DECILE', 'RAC1P', 'SEX', 'WGTP')",0.0029
