,Target,QID Combination,DiSCO Score
36,DEYE,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0276
37,DEYE,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.063
38,DEYE,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0408
39,DEYE,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.1402
40,DEYE,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1327
41,DEYE,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.2335
42,HOUSING_TYPE,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.5919
43,HOUSING_TYPE,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.7572
44,HOUSING_TYPE,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.5875
45,HOUSING_TYPE,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.6359
46,HOUSING_TYPE,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.6918
47,HOUSING_TYPE,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.6759
48,HOUSING_TYPE,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0868
49,HOUSING_TYPE,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0054
50,HOUSING_TYPE,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.072
51,HOUSING_TYPE,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.1167
52,HOUSING_TYPE,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0891
53,HOUSING_TYPE,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0907
54,HOUSING_TYPE,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.4215
55,HOUSING_TYPE,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.4188
56,HOUSING_TYPE,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.4739
57,HOUSING_TYPE,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0667
58,HOUSING_TYPE,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.1126
59,HOUSING_TYPE,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0873
60,HOUSING_TYPE,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.3571
61,HOUSING_TYPE,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.3054
62,HOUSING_TYPE,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.3479
63,AGEP,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
64,AGEP,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
65,AGEP,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
66,AGEP,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0001
67,AGEP,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0011
68,AGEP,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0002
69,AGEP,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
70,AGEP,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0
71,AGEP,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0001
72,AGEP,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0
73,AGEP,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0002
74,AGEP,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
75,AGEP,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0002
76,AGEP,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0002
77,AGEP,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0004
78,AGEP,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0001
79,AGEP,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0001
80,AGEP,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0002
81,AGEP,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.001
82,AGEP,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0006
83,AGEP,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0006
84,DVET,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0319
85,DVET,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0394
86,DVET,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.3276
87,DVET,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.1127
88,DVET,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.2036
89,DVET,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.2338
90,DVET,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0307
91,DVET,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.1734
92,DVET,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0869
93,DVET,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.1203
94,DVET,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1226
95,DVET,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.1944
96,DVET,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0903
97,DVET,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.1337
98,DVET,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1496
99,DVET,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.3244
100,DVET,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.5374
101,DVET,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.5803
102,DVET,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.2436
103,DVET,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.2717
104,DVET,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.408
105,MSP,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0012
106,MSP,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0008
107,MSP,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0675
108,MSP,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0005
109,MSP,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.032
110,MSP,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0371
111,MSP,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0018
112,MSP,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0319
113,MSP,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0001
114,MSP,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0063
115,MSP,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0213
116,MSP,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.058
117,MSP,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0011
118,MSP,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.031
119,MSP,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0238
120,MSP,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.031
121,MSP,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.149
122,MSP,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.2395
123,MSP,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.007
124,MSP,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0206
125,MSP,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1004
126,EDU,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
127,EDU,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
128,EDU,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0007
129,EDU,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0001
130,EDU,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0003
131,EDU,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0009
132,EDU,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
133,EDU,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0006
134,EDU,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0
135,EDU,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0002
136,EDU,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0008
137,EDU,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.001
138,EDU,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0001
139,EDU,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0005
140,EDU,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0012
141,EDU,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0008
142,EDU,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.0022
143,EDU,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0049
144,EDU,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0003
145,EDU,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0011
146,EDU,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0016
147,PINCP_DECILE,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
148,PINCP_DECILE,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
149,PINCP_DECILE,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0228
150,PINCP_DECILE,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0001
151,PINCP_DECILE,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0441
152,PINCP_DECILE,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0422
153,PINCP_DECILE,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
154,PINCP_DECILE,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0178
155,PINCP_DECILE,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0
156,PINCP_DECILE,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0204
157,PINCP_DECILE,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0165
158,PINCP_DECILE,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0182
159,PINCP_DECILE,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0
160,PINCP_DECILE,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0204
161,PINCP_DECILE,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0341
162,PINCP_DECILE,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0176
163,PINCP_DECILE,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.0666
164,PINCP_DECILE,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.0906
165,PINCP_DECILE,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0194
166,PINCP_DECILE,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0167
167,PINCP_DECILE,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.1228
