,Target,QID Combination,DiSCO Score
26,NPF,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0614
27,NPF,"('OWN_RENT', 'PUMA', 'RAC1P', 'SEX')",0.0648
28,NPF,"('DREM', 'OWN_RENT', 'RAC1P', 'SEX')",0.0618
29,NPF,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0499
30,NPF,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0494
31,NPF,"('INDP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0701
32,NPF,"('INDP_CAT', 'OWN_RENT', 'RAC1P', 'SEX')",0.0567
33,NPF,"('AGEP', 'DEAR', 'RAC1P', 'SEX')",0.0015
34,NPF,"('DEAR', 'DPHY', 'RAC1P', 'SEX')",0.0001
35,NPF,"('DEAR', 'PINCP', 'RAC1P', 'SEX')",0.0009
36,NPF,"('DEAR', 'HISP', 'RAC1P', 'SEX')",0.0002
37,NPF,"('DEAR', 'EDU', 'RAC1P', 'SEX')",0.0005
38,NPF,"('DEAR', 'NOC', 'RAC1P', 'SEX')",0.0538
39,NPF,"('DEAR', 'MSP', 'RAC1P', 'SEX')",0.001
40,NPF,"('DEAR', 'POVPIP', 'RAC1P', 'SEX')",0.0039
41,NPF,"('DEAR', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.062
42,NPF,"('DEAR', 'PUMA', 'RAC1P', 'SEX')",0.0016
43,NPF,"('DEAR', 'DREM', 'RAC1P', 'SEX')",0.0
44,NPF,"('DEAR', 'DEYE', 'RAC1P', 'SEX')",0.0001
45,NPF,"('DEAR', 'DVET', 'RAC1P', 'SEX')",0.0006
46,NPF,"('DEAR', 'INDP', 'RAC1P', 'SEX')",0.0109
47,NPF,"('DEAR', 'INDP_CAT', 'RAC1P', 'SEX')",0.0007
48,NPF,"('AGEP', 'DPHY', 'RAC1P', 'SEX')",0.0013
49,NPF,"('AGEP', 'PINCP', 'RAC1P', 'SEX')",0.0131
50,NPF,"('AGEP', 'HISP', 'RAC1P', 'SEX')",0.0036
51,NPF,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.0087
52,NPF,"('AGEP', 'NOC', 'RAC1P', 'SEX')",0.0768
53,NPF,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.0091
54,NPF,"('AGEP', 'POVPIP', 'RAC1P', 'SEX')",0.0649
55,NPF,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.064
56,NPF,"('AGEP', 'PUMA', 'RAC1P', 'SEX')",0.0249
57,NPF,"('AGEP', 'DREM', 'RAC1P', 'SEX')",0.0012
58,NPF,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0015
59,NPF,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0021
60,NPF,"('AGEP', 'INDP', 'RAC1P', 'SEX')",0.0797
61,NPF,"('AGEP', 'INDP_CAT', 'RAC1P', 'SEX')",0.0145
62,NPF,"('DPHY', 'PINCP', 'RAC1P', 'SEX')",0.0012
63,NPF,"('DPHY', 'HISP', 'RAC1P', 'SEX')",0.0005
64,NPF,"('DPHY', 'EDU', 'RAC1P', 'SEX')",0.0007
65,NPF,"('DPHY', 'NOC', 'RAC1P', 'SEX')",0.0588
66,NPF,"('DPHY', 'MSP', 'RAC1P', 'SEX')",0.0009
67,NPF,"('DPHY', 'POVPIP', 'RAC1P', 'SEX')",0.0146
68,NPF,"('DPHY', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.064
69,NPF,"('DPHY', 'PUMA', 'RAC1P', 'SEX')",0.0023
70,NPF,"('DPHY', 'DREM', 'RAC1P', 'SEX')",0.0001
71,NPF,"('DEYE', 'DPHY', 'RAC1P', 'SEX')",0.0
72,NPF,"('DPHY', 'DVET', 'RAC1P', 'SEX')",0.0004
73,NPF,"('DPHY', 'INDP', 'RAC1P', 'SEX')",0.0128
74,NPF,"('DPHY', 'INDP_CAT', 'RAC1P', 'SEX')",0.0008
75,NPF,"('HISP', 'PINCP', 'RAC1P', 'SEX')",0.0022
76,NPF,"('EDU', 'PINCP', 'RAC1P', 'SEX')",0.0065
77,NPF,"('NOC', 'PINCP', 'RAC1P', 'SEX')",0.0756
78,NPF,"('MSP', 'PINCP', 'RAC1P', 'SEX')",0.0059
79,NPF,"('PINCP', 'POVPIP', 'RAC1P', 'SEX')",0.0606
80,NPF,"('HOUSING_TYPE', 'PINCP', 'RAC1P', 'SEX')",0.0654
81,NPF,"('PINCP', 'PUMA', 'RAC1P', 'SEX')",0.0152
82,NPF,"('DREM', 'PINCP', 'RAC1P', 'SEX')",0.001
83,NPF,"('DEYE', 'PINCP', 'RAC1P', 'SEX')",0.0008
84,NPF,"('DVET', 'PINCP', 'RAC1P', 'SEX')",0.0016
85,NPF,"('INDP', 'PINCP', 'RAC1P', 'SEX')",0.0396
86,NPF,"('INDP_CAT', 'PINCP', 'RAC1P', 'SEX')",0.0086
87,NPF,"('EDU', 'HISP', 'RAC1P', 'SEX')",0.0015
88,NPF,"('HISP', 'NOC', 'RAC1P', 'SEX')",0.0572
89,NPF,"('HISP', 'MSP', 'RAC1P', 'SEX')",0.0013
90,NPF,"('HISP', 'POVPIP', 'RAC1P', 'SEX')",0.006
91,NPF,"('HISP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0609
92,NPF,"('HISP', 'PUMA', 'RAC1P', 'SEX')",0.0031
93,NPF,"('DREM', 'HISP', 'RAC1P', 'SEX')",0.0005
94,NPF,"('DEYE', 'HISP', 'RAC1P', 'SEX')",0.0003
95,NPF,"('DVET', 'HISP', 'RAC1P', 'SEX')",0.0002
96,NPF,"('HISP', 'INDP', 'RAC1P', 'SEX')",0.0135
97,NPF,"('HISP', 'INDP_CAT', 'RAC1P', 'SEX')",0.0014
98,NPF,"('EDU', 'NOC', 'RAC1P', 'SEX')",0.0764
99,NPF,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.0059
100,NPF,"('EDU', 'POVPIP', 'RAC1P', 'SEX')",0.0507
101,NPF,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0649
102,NPF,"('EDU', 'PUMA', 'RAC1P', 'SEX')",0.0101
103,NPF,"('DREM', 'EDU', 'RAC1P', 'SEX')",0.0004
104,NPF,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0006
105,NPF,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0009
106,NPF,"('EDU', 'INDP', 'RAC1P', 'SEX')",0.0288
107,NPF,"('EDU', 'INDP_CAT', 'RAC1P', 'SEX')",0.0049
108,NPF,"('MSP', 'NOC', 'RAC1P', 'SEX')",0.0729
109,NPF,"('NOC', 'POVPIP', 'RAC1P', 'SEX')",0.0631
110,NPF,"('HOUSING_TYPE', 'NOC', 'RAC1P', 'SEX')",0.0645
111,NPF,"('NOC', 'PUMA', 'RAC1P', 'SEX')",0.0896
112,NPF,"('DREM', 'NOC', 'RAC1P', 'SEX')",0.067
113,NPF,"('DEYE', 'NOC', 'RAC1P', 'SEX')",0.0528
114,NPF,"('DVET', 'NOC', 'RAC1P', 'SEX')",0.0531
115,NPF,"('INDP', 'NOC', 'RAC1P', 'SEX')",0.0962
116,NPF,"('INDP_CAT', 'NOC', 'RAC1P', 'SEX')",0.0672
117,NPF,"('MSP', 'POVPIP', 'RAC1P', 'SEX')",0.0561
118,NPF,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0659
119,NPF,"('MSP', 'PUMA', 'RAC1P', 'SEX')",0.0103
120,NPF,"('DREM', 'MSP', 'RAC1P', 'SEX')",0.0004
121,NPF,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0011
122,NPF,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0017
123,NPF,"('INDP', 'MSP', 'RAC1P', 'SEX')",0.0418
124,NPF,"('INDP_CAT', 'MSP', 'RAC1P', 'SEX')",0.0049
125,NPF,"('HOUSING_TYPE', 'POVPIP', 'RAC1P', 'SEX')",0.0608
126,NPF,"('POVPIP', 'PUMA', 'RAC1P', 'SEX')",0.0476
127,NPF,"('DREM', 'POVPIP', 'RAC1P', 'SEX')",0.0096
128,NPF,"('DEYE', 'POVPIP', 'RAC1P', 'SEX')",0.003
129,NPF,"('DVET', 'POVPIP', 'RAC1P', 'SEX')",0.0021
130,NPF,"('INDP', 'POVPIP', 'RAC1P', 'SEX')",0.0513
131,NPF,"('INDP_CAT', 'POVPIP', 'RAC1P', 'SEX')",0.0302
132,NPF,"('HOUSING_TYPE', 'PUMA', 'RAC1P', 'SEX')",0.0641
133,NPF,"('DREM', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0633
134,NPF,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0616
135,NPF,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0614
136,NPF,"('HOUSING_TYPE', 'INDP', 'RAC1P', 'SEX')",0.0641
137,NPF,"('HOUSING_TYPE', 'INDP_CAT', 'RAC1P', 'SEX')",0.0604
138,NPF,"('DREM', 'PUMA', 'RAC1P', 'SEX')",0.0026
139,NPF,"('DEYE', 'PUMA', 'RAC1P', 'SEX')",0.0015
140,NPF,"('DVET', 'PUMA', 'RAC1P', 'SEX')",0.0021
141,NPF,"('INDP', 'PUMA', 'RAC1P', 'SEX')",0.0623
142,NPF,"('INDP_CAT', 'PUMA', 'RAC1P', 'SEX')",0.0136
143,NPF,"('DEYE', 'DREM', 'RAC1P', 'SEX')",0.0001
144,NPF,"('DREM', 'DVET', 'RAC1P', 'SEX')",0.0003
145,NPF,"('DREM', 'INDP', 'RAC1P', 'SEX')",0.0117
146,NPF,"('DREM', 'INDP_CAT', 'RAC1P', 'SEX')",0.0012
147,NPF,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0003
148,NPF,"('DEYE', 'INDP', 'RAC1P', 'SEX')",0.0106
149,NPF,"('DEYE', 'INDP_CAT', 'RAC1P', 'SEX')",0.001
150,NPF,"('DVET', 'INDP', 'RAC1P', 'SEX')",0.0103
151,NPF,"('DVET', 'INDP_CAT', 'RAC1P', 'SEX')",0.0017
152,NPF,"('INDP', 'INDP_CAT', 'RAC1P', 'SEX')",0.0097
153,PINCP_DECILE,"('NPF', 'OWN_RENT', 'RAC1P', 'SEX')",0.0007
154,PINCP_DECILE,"('DEAR', 'NPF', 'RAC1P', 'SEX')",0.0007
155,PINCP_DECILE,"('AGEP', 'NPF', 'RAC1P', 'SEX')",0.1573
156,PINCP_DECILE,"('DPHY', 'NPF', 'RAC1P', 'SEX')",0.0498
157,PINCP_DECILE,"('NPF', 'PINCP', 'RAC1P', 'SEX')",0.3919
158,PINCP_DECILE,"('HISP', 'NPF', 'RAC1P', 'SEX')",0.002
159,PINCP_DECILE,"('EDU', 'NPF', 'RAC1P', 'SEX')",0.0582
160,PINCP_DECILE,"('NOC', 'NPF', 'RAC1P', 'SEX')",0.0027
161,PINCP_DECILE,"('MSP', 'NPF', 'RAC1P', 'SEX')",0.1566
162,PINCP_DECILE,"('NPF', 'POVPIP', 'RAC1P', 'SEX')",0.0074
163,PINCP_DECILE,"('HOUSING_TYPE', 'NPF', 'RAC1P', 'SEX')",0.0007
164,PINCP_DECILE,"('NPF', 'PUMA', 'RAC1P', 'SEX')",0.0052
165,PINCP_DECILE,"('DREM', 'NPF', 'RAC1P', 'SEX')",0.0494
166,PINCP_DECILE,"('DEYE', 'NPF', 'RAC1P', 'SEX')",0.0004
167,PINCP_DECILE,"('DVET', 'NPF', 'RAC1P', 'SEX')",0.0008
168,PINCP_DECILE,"('INDP', 'NPF', 'RAC1P', 'SEX')",0.0151
169,PINCP_DECILE,"('INDP_CAT', 'NPF', 'RAC1P', 'SEX')",0.0036
170,PINCP_DECILE,"('DEAR', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
171,PINCP_DECILE,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.1562
172,PINCP_DECILE,"('DPHY', 'OWN_RENT', 'RAC1P', 'SEX')",0.0496
173,PINCP_DECILE,"('OWN_RENT', 'PINCP', 'RAC1P', 'SEX')",0.379
174,PINCP_DECILE,"('HISP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0003
175,PINCP_DECILE,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0495
176,PINCP_DECILE,"('NOC', 'OWN_RENT', 'RAC1P', 'SEX')",0.0011
177,PINCP_DECILE,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.1559
178,PINCP_DECILE,"('OWN_RENT', 'POVPIP', 'RAC1P', 'SEX')",0.0022
179,PINCP_DECILE,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0002
180,PINCP_DECILE,"('OWN_RENT', 'PUMA', 'RAC1P', 'SEX')",0.0011
181,PINCP_DECILE,"('DREM', 'OWN_RENT', 'RAC1P', 'SEX')",0.0495
182,PINCP_DECILE,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
183,PINCP_DECILE,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0001
184,PINCP_DECILE,"('INDP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0068
185,PINCP_DECILE,"('INDP_CAT', 'OWN_RENT', 'RAC1P', 'SEX')",0.0007
186,PINCP_DECILE,"('AGEP', 'DEAR', 'RAC1P', 'SEX')",0.1565
187,PINCP_DECILE,"('DEAR', 'DPHY', 'RAC1P', 'SEX')",0.0498
188,PINCP_DECILE,"('DEAR', 'PINCP', 'RAC1P', 'SEX')",0.3719
189,PINCP_DECILE,"('DEAR', 'HISP', 'RAC1P', 'SEX')",0.0002
190,PINCP_DECILE,"('DEAR', 'EDU', 'RAC1P', 'SEX')",0.0407
191,PINCP_DECILE,"('DEAR', 'NOC', 'RAC1P', 'SEX')",0.0008
192,PINCP_DECILE,"('DEAR', 'MSP', 'RAC1P', 'SEX')",0.1558
193,PINCP_DECILE,"('DEAR', 'POVPIP', 'RAC1P', 'SEX')",0.0008
194,PINCP_DECILE,"('DEAR', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0003
195,PINCP_DECILE,"('DEAR', 'PUMA', 'RAC1P', 'SEX')",0.0005
196,PINCP_DECILE,"('DEAR', 'DREM', 'RAC1P', 'SEX')",0.0497
197,PINCP_DECILE,"('DEAR', 'DEYE', 'RAC1P', 'SEX')",0.0001
198,PINCP_DECILE,"('DEAR', 'DVET', 'RAC1P', 'SEX')",0.0001
199,PINCP_DECILE,"('DEAR', 'INDP', 'RAC1P', 'SEX')",0.0034
200,PINCP_DECILE,"('DEAR', 'INDP_CAT', 'RAC1P', 'SEX')",0.0005
201,PINCP_DECILE,"('AGEP', 'DPHY', 'RAC1P', 'SEX')",0.1561
202,PINCP_DECILE,"('AGEP', 'PINCP', 'RAC1P', 'SEX')",0.4187
203,PINCP_DECILE,"('AGEP', 'HISP', 'RAC1P', 'SEX')",0.1564
204,PINCP_DECILE,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.161
205,PINCP_DECILE,"('AGEP', 'NOC', 'RAC1P', 'SEX')",0.1578
206,PINCP_DECILE,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.1571
207,PINCP_DECILE,"('AGEP', 'POVPIP', 'RAC1P', 'SEX')",0.1641
208,PINCP_DECILE,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.1566
209,PINCP_DECILE,"('AGEP', 'PUMA', 'RAC1P', 'SEX')",0.1582
210,PINCP_DECILE,"('AGEP', 'DREM', 'RAC1P', 'SEX')",0.1561
211,PINCP_DECILE,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.1565
212,PINCP_DECILE,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.157
213,PINCP_DECILE,"('AGEP', 'INDP', 'RAC1P', 'SEX')",0.1846
214,PINCP_DECILE,"('AGEP', 'INDP_CAT', 'RAC1P', 'SEX')",0.1647
215,PINCP_DECILE,"('DPHY', 'PINCP', 'RAC1P', 'SEX')",0.3715
216,PINCP_DECILE,"('DPHY', 'HISP', 'RAC1P', 'SEX')",0.0496
217,PINCP_DECILE,"('DPHY', 'EDU', 'RAC1P', 'SEX')",0.0579
218,PINCP_DECILE,"('DPHY', 'NOC', 'RAC1P', 'SEX')",0.0503
219,PINCP_DECILE,"('DPHY', 'MSP', 'RAC1P', 'SEX')",0.1558
220,PINCP_DECILE,"('DPHY', 'POVPIP', 'RAC1P', 'SEX')",0.0493
221,PINCP_DECILE,"('DPHY', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0498
222,PINCP_DECILE,"('DPHY', 'PUMA', 'RAC1P', 'SEX')",0.0491
223,PINCP_DECILE,"('DPHY', 'DREM', 'RAC1P', 'SEX')",0.0497
224,PINCP_DECILE,"('DEYE', 'DPHY', 'RAC1P', 'SEX')",0.0497
225,PINCP_DECILE,"('DPHY', 'DVET', 'RAC1P', 'SEX')",0.0498
226,PINCP_DECILE,"('DPHY', 'INDP', 'RAC1P', 'SEX')",0.0532
227,PINCP_DECILE,"('DPHY', 'INDP_CAT', 'RAC1P', 'SEX')",0.05
228,PINCP_DECILE,"('HISP', 'PINCP', 'RAC1P', 'SEX')",0.3818
229,PINCP_DECILE,"('EDU', 'PINCP', 'RAC1P', 'SEX')",0.3991
230,PINCP_DECILE,"('NOC', 'PINCP', 'RAC1P', 'SEX')",0.3884
231,PINCP_DECILE,"('MSP', 'PINCP', 'RAC1P', 'SEX')",0.3816
232,PINCP_DECILE,"('PINCP', 'POVPIP', 'RAC1P', 'SEX')",0.4036
233,PINCP_DECILE,"('HOUSING_TYPE', 'PINCP', 'RAC1P', 'SEX')",0.3768
234,PINCP_DECILE,"('PINCP', 'PUMA', 'RAC1P', 'SEX')",0.6309
235,PINCP_DECILE,"('DREM', 'PINCP', 'RAC1P', 'SEX')",0.372
236,PINCP_DECILE,"('DEYE', 'PINCP', 'RAC1P', 'SEX')",0.3706
237,PINCP_DECILE,"('DVET', 'PINCP', 'RAC1P', 'SEX')",0.3716
238,PINCP_DECILE,"('INDP', 'PINCP', 'RAC1P', 'SEX')",0.4492
239,PINCP_DECILE,"('INDP_CAT', 'PINCP', 'RAC1P', 'SEX')",0.4139
240,PINCP_DECILE,"('EDU', 'HISP', 'RAC1P', 'SEX')",0.0424
241,PINCP_DECILE,"('HISP', 'NOC', 'RAC1P', 'SEX')",0.0023
242,PINCP_DECILE,"('HISP', 'MSP', 'RAC1P', 'SEX')",0.1559
243,PINCP_DECILE,"('HISP', 'POVPIP', 'RAC1P', 'SEX')",0.0017
244,PINCP_DECILE,"('HISP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0004
245,PINCP_DECILE,"('HISP', 'PUMA', 'RAC1P', 'SEX')",0.0018
246,PINCP_DECILE,"('DREM', 'HISP', 'RAC1P', 'SEX')",0.0495
247,PINCP_DECILE,"('DEYE', 'HISP', 'RAC1P', 'SEX')",0.0003
248,PINCP_DECILE,"('DVET', 'HISP', 'RAC1P', 'SEX')",0.0002
249,PINCP_DECILE,"('HISP', 'INDP', 'RAC1P', 'SEX')",0.005
250,PINCP_DECILE,"('HISP', 'INDP_CAT', 'RAC1P', 'SEX')",0.0009
251,PINCP_DECILE,"('EDU', 'NOC', 'RAC1P', 'SEX')",0.0618
252,PINCP_DECILE,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.1563
253,PINCP_DECILE,"('EDU', 'POVPIP', 'RAC1P', 'SEX')",0.0562
254,PINCP_DECILE,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0411
255,PINCP_DECILE,"('EDU', 'PUMA', 'RAC1P', 'SEX')",0.065
256,PINCP_DECILE,"('DREM', 'EDU', 'RAC1P', 'SEX')",0.0583
257,PINCP_DECILE,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0403
258,PINCP_DECILE,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0407
259,PINCP_DECILE,"('EDU', 'INDP', 'RAC1P', 'SEX')",0.0585
260,PINCP_DECILE,"('EDU', 'INDP_CAT', 'RAC1P', 'SEX')",0.0487
261,PINCP_DECILE,"('MSP', 'NOC', 'RAC1P', 'SEX')",0.1565
262,PINCP_DECILE,"('NOC', 'POVPIP', 'RAC1P', 'SEX')",0.0077
263,PINCP_DECILE,"('HOUSING_TYPE', 'NOC', 'RAC1P', 'SEX')",0.0011
264,PINCP_DECILE,"('NOC', 'PUMA', 'RAC1P', 'SEX')",0.0077
265,PINCP_DECILE,"('DREM', 'NOC', 'RAC1P', 'SEX')",0.0502
266,PINCP_DECILE,"('DEYE', 'NOC', 'RAC1P', 'SEX')",0.0006
267,PINCP_DECILE,"('DVET', 'NOC', 'RAC1P', 'SEX')",0.0012
268,PINCP_DECILE,"('INDP', 'NOC', 'RAC1P', 'SEX')",0.0149
269,PINCP_DECILE,"('INDP_CAT', 'NOC', 'RAC1P', 'SEX')",0.0061
270,PINCP_DECILE,"('MSP', 'POVPIP', 'RAC1P', 'SEX')",0.1589
271,PINCP_DECILE,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.1559
272,PINCP_DECILE,"('MSP', 'PUMA', 'RAC1P', 'SEX')",0.1559
273,PINCP_DECILE,"('DREM', 'MSP', 'RAC1P', 'SEX')",0.1559
274,PINCP_DECILE,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.1558
275,PINCP_DECILE,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.1559
276,PINCP_DECILE,"('INDP', 'MSP', 'RAC1P', 'SEX')",0.1646
277,PINCP_DECILE,"('INDP_CAT', 'MSP', 'RAC1P', 'SEX')",0.1575
278,PINCP_DECILE,"('HOUSING_TYPE', 'POVPIP', 'RAC1P', 'SEX')",0.0015
279,PINCP_DECILE,"('POVPIP', 'PUMA', 'RAC1P', 'SEX')",0.0082
280,PINCP_DECILE,"('DREM', 'POVPIP', 'RAC1P', 'SEX')",0.0489
281,PINCP_DECILE,"('DEYE', 'POVPIP', 'RAC1P', 'SEX')",0.0004
282,PINCP_DECILE,"('DVET', 'POVPIP', 'RAC1P', 'SEX')",0.001
283,PINCP_DECILE,"('INDP', 'POVPIP', 'RAC1P', 'SEX')",0.0251
284,PINCP_DECILE,"('INDP_CAT', 'POVPIP', 'RAC1P', 'SEX')",0.0079
285,PINCP_DECILE,"('HOUSING_TYPE', 'PUMA', 'RAC1P', 'SEX')",0.0012
286,PINCP_DECILE,"('DREM', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0498
287,PINCP_DECILE,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0002
288,PINCP_DECILE,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0003
289,PINCP_DECILE,"('HOUSING_TYPE', 'INDP', 'RAC1P', 'SEX')",0.0041
290,PINCP_DECILE,"('HOUSING_TYPE', 'INDP_CAT', 'RAC1P', 'SEX')",0.0004
291,PINCP_DECILE,"('DREM', 'PUMA', 'RAC1P', 'SEX')",0.0491
292,PINCP_DECILE,"('DEYE', 'PUMA', 'RAC1P', 'SEX')",0.0006
293,PINCP_DECILE,"('DVET', 'PUMA', 'RAC1P', 'SEX')",0.0012
294,PINCP_DECILE,"('INDP', 'PUMA', 'RAC1P', 'SEX')",0.0219
295,PINCP_DECILE,"('INDP_CAT', 'PUMA', 'RAC1P', 'SEX')",0.0069
296,PINCP_DECILE,"('DEYE', 'DREM', 'RAC1P', 'SEX')",0.0497
297,PINCP_DECILE,"('DREM', 'DVET', 'RAC1P', 'SEX')",0.0497
298,PINCP_DECILE,"('DREM', 'INDP', 'RAC1P', 'SEX')",0.0531
299,PINCP_DECILE,"('DREM', 'INDP_CAT', 'RAC1P', 'SEX')",0.0501
300,PINCP_DECILE,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0001
301,PINCP_DECILE,"('DEYE', 'INDP', 'RAC1P', 'SEX')",0.0033
302,PINCP_DECILE,"('DEYE', 'INDP_CAT', 'RAC1P', 'SEX')",0.0004
303,PINCP_DECILE,"('DVET', 'INDP', 'RAC1P', 'SEX')",0.0035
304,PINCP_DECILE,"('DVET', 'INDP_CAT', 'RAC1P', 'SEX')",0.0011
305,PINCP_DECILE,"('INDP', 'INDP_CAT', 'RAC1P', 'SEX')",0.003
306,OWN_RENT,"('NPF', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0196
307,OWN_RENT,"('DEAR', 'NPF', 'RAC1P', 'SEX')",0.0057
308,OWN_RENT,"('AGEP', 'NPF', 'RAC1P', 'SEX')",0.0383
309,OWN_RENT,"('DPHY', 'NPF', 'RAC1P', 'SEX')",0.0091
310,OWN_RENT,"('NPF', 'PINCP', 'RAC1P', 'SEX')",0.0255
311,OWN_RENT,"('HISP', 'NPF', 'RAC1P', 'SEX')",0.0081
312,OWN_RENT,"('EDU', 'NPF', 'RAC1P', 'SEX')",0.0214
313,OWN_RENT,"('NOC', 'NPF', 'RAC1P', 'SEX')",0.0785
314,OWN_RENT,"('MSP', 'NPF', 'RAC1P', 'SEX')",0.0136
315,OWN_RENT,"('NPF', 'POVPIP', 'RAC1P', 'SEX')",0.0316
316,OWN_RENT,"('HOUSING_TYPE', 'NPF', 'RAC1P', 'SEX')",0.0707
317,OWN_RENT,"('NPF', 'PUMA', 'RAC1P', 'SEX')",0.034
