,AGEP_x,DEAR_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
14,4,2,2,2,2,N,7,1,1,6890,5,6,0,N,1,189682,3,501,38-00100,23,1,1,119,28,2,2,2,1,N,1,4480,0,6,50400,7,437,75,59,40.0
15,38,2,2,2,2,5,5,1,1,7390,10,6,2,N,1,23678,3,475,40-00200,170,1,1,205,22,2,2,2,2,N,1,7290,0,3,30000,6,377,155,155,33.33333333333333
16,69,2,2,2,2,N,11,0,1,8980,12,1,3,N,1,51530,1,501,17-03529,48,2,2,60,43,2,2,2,2,N,1,8090,2,5,215000,9,501,124,124,46.666666666666664
17,12,2,2,2,2,N,5,0,1,9470,10,6,0,4,1,131495,5,220,36-04010,123,2,1,115,27,2,2,2,2,N,1,7780,0,2,32200,5,428,82,73,53.333333333333336
18,63,2,2,2,2,N,3,0,1,7860,N,4,0,2,2,165652,9,7,36-04010,45,2,2,66,71,2,2,2,2,N,1,N,0,2,18300,3,178,174,174,53.333333333333336
19,44,2,2,2,2,N,5,0,1,N,N,1,6,4,2,-9000,9,278,06-07502,112,1,2,99,68,2,2,2,2,N,1,N,0,4,51800,6,435,107,107,53.333333333333336
20,22,2,2,1,2,N,7,0,3,7870,11,6,0,6,2,-9000,3,N,51-01301,283,2,2,118,29,2,2,2,2,N,1,7860,0,N,32000,5,244,109,108,33.33333333333333
21,5,2,2,2,2,N,8,0,1,7860,N,4,2,4,1,N,2,489,30-00600,37,1,2,33,60,2,2,1,2,N,1,N,1,2,15600,3,119,68,74,33.33333333333333
22,40,2,2,2,2,N,10,0,1,7860,N,6,0,2,1,-9000,3,124,24-01004,95,1,1,70,70,2,2,2,2,N,1,N,0,N,79400,7,501,52,53,46.666666666666664
23,50,2,2,1,2,N,5,0,1,8680,N,6,0,4,2,19935,0,87,29-01901,54,6,1,72,20,2,2,2,2,N,1,N,0,N,0,0,0,66,65,46.666666666666664
24,52,2,2,2,2,N,9,0,1,N,10,6,1,N,2,91579,0,180,51-51255,43,2,2,75,39,2,2,2,2,N,1,7470,2,3,92000,8,449,45,45,40.0
25,56,2,2,2,2,N,10,0,1,8680,10,6,0,5,2,30090,8,402,17-03529,455,1,2,38,27,2,2,2,2,N,1,7460,0,N,36500,5,279,63,63,46.666666666666664
26,0,1,2,1,1,N,5,0,1,9590,3,6,2,2,0,93949,4,191,13-04600,18,1,1,82,18,2,2,2,2,N,2,770,N,N,0,0,N,54,0,13.333333333333334
27,19,2,2,2,2,N,9,0,1,N,3,6,4,2,1,168328,4,326,28-01100,91,2,1,34,53,2,2,2,2,N,1,770,0,N,40000,7,305,86,86,40.0
28,69,2,2,2,2,N,10,0,1,7072,N,1,2,2,2,61383,9,53,26-02702,51,6,1,76,36,2,2,2,2,N,1,N,0,2,0,0,0,74,74,46.666666666666664
29,67,2,2,2,2,N,9,0,1,8680,10,6,0,5,2,30577,1,362,08-00803,111,9,2,68,26,2,2,2,2,N,1,7460,0,N,35000,5,267,106,92,46.666666666666664
30,16,2,2,2,2,N,6,0,1,6970,10,1,0,N,1,105444,3,501,38-00100,81,1,1,48,53,2,2,2,2,N,1,7690,0,2,73000,8,501,26,26,53.333333333333336
31,20,2,2,2,2,N,7,0,3,7680,16,6,1,N,1,110424,0,179,01-01301,74,2,2,59,60,2,2,2,2,N,1,9480,0,2,54000,8,320,31,29,33.33333333333333
32,72,2,2,1,1,N,3,0,1,N,N,N,0,5,1,56438,9,313,38-00100,89,6,2,100,13,2,2,2,1,N,1,N,3,5,N,N,501,279,339,46.666666666666664
33,50,2,2,2,2,N,3,0,3,7860,N,N,3,2,2,N,9,N,13-04600,58,6,2,262,7,2,2,2,2,N,1,N,4,6,N,N,91,137,145,40.0
34,19,2,2,2,2,N,7,0,1,9570,14,6,1,N,2,103382,2,501,29-01901,90,1,1,86,22,2,2,2,2,N,1,8660,0,N,6150,2,46,193,193,53.333333333333336
35,40,2,2,2,2,N,8,0,1,N,N,6,0,N,1,165697,0,501,06-08507,63,2,1,48,21,2,2,2,2,N,1,N,1,5,0,0,501,374,365,60.0
36,9,2,2,2,2,N,4,0,3,770,10,4,2,4,2,101807,9,439,28-01100,89,1,1,75,38,2,2,2,2,N,1,7580,0,2,10700,3,81,120,155,33.33333333333333
37,57,2,2,2,2,N,5,0,1,N,N,6,0,N,0,60844,3,55,17-03529,124,1,2,151,56,2,2,2,2,N,3,N,N,N,0,0,0,19,0,46.666666666666664
38,27,1,1,2,2,N,3,0,1,7072,N,6,1,N,1,N,0,501,06-07502,74,1,1,42,15,2,2,2,2,N,1,N,3,5,0,0,412,131,188,33.33333333333333
39,50,2,2,2,1,N,10,0,1,5070,11,1,0,2,2,147680,0,432,30-00600,41,1,2,116,40,2,2,2,2,N,1,7860,3,5,54000,7,336,73,73,33.33333333333333
40,27,2,2,1,2,N,9,0,1,N,N,1,2,5,2,14053,9,370,08-00803,357,6,2,150,32,2,2,2,2,N,1,N,0,2,0,0,146,33,104,40.0
41,33,2,2,2,2,N,7,0,1,7380,14,6,3,N,2,30951,3,318,51-51255,45,1,2,44,37,2,2,2,2,N,1,8680,0,N,24030,4,183,85,86,46.666666666666664
42,18,2,2,2,1,N,9,0,1,7860,10,4,N,N,2,N,N,13,24-01004,50,2,2,51,37,2,2,2,2,N,1,7390,2,3,110000,8,501,84,84,33.33333333333333
43,52,2,2,1,1,N,3,0,1,2870,N,1,1,N,1,76195,6,48,28-01100,59,2,2,49,66,2,2,2,2,N,1,N,0,3,5300,2,405,25,41,26.666666666666668
44,8,2,2,2,1,N,9,0,1,7380,0,6,2,4,2,-9000,5,198,51-51255,99,1,1,92,32,2,2,2,2,N,1,170,0,N,150000,9,501,108,122,33.33333333333333
45,64,2,2,2,2,N,7,0,1,5090,4,4,4,N,1,52902,9,67,32-00405,94,1,1,53,64,2,2,2,2,N,1,3980,0,N,90000,8,501,52,52,53.333333333333336
46,25,2,2,2,2,N,10,0,1,180,16,1,0,3,2,150374,8,304,24-01004,110,1,1,17,42,2,2,2,2,N,1,9590,3,5,178000,9,501,35,36,40.0
47,49,2,2,2,2,N,9,0,1,7860,N,1,2,N,2,-9000,1,423,30-00600,43,1,1,29,73,2,2,1,2,N,1,N,0,2,18200,4,189,101,92,33.33333333333333
48,69,2,2,2,2,N,5,0,1,8170,14,1,1,4,1,-5387,8,197,24-01004,55,1,1,16,45,2,2,2,2,N,1,8590,2,5,26600,4,413,65,56,40.0
49,16,2,2,2,2,5,11,0,1,770,10,6,2,2,1,20264,5,156,19-01700,45,1,2,69,53,2,2,2,2,N,1,7390,0,N,65000,8,490,186,187,33.33333333333333
50,15,2,2,2,2,N,3,0,1,N,N,6,1,4,2,N,7,182,13-04600,30,2,1,84,15,2,2,2,2,N,1,N,1,3,0,0,2,197,187,60.0
51,20,2,2,2,2,N,5,0,3,8370,12,6,1,3,2,59258,8,340,28-01100,85,1,2,73,24,2,2,2,2,N,1,8170,2,3,5000,2,24,145,146,40.0
52,35,2,2,2,2,N,7,0,1,6672,N,1,0,4,1,49687,3,176,08-00803,80,1,1,78,74,2,2,2,2,N,1,N,0,2,33900,5,403,62,61,46.666666666666664
53,37,2,2,2,1,N,10,0,1,N,10,1,0,2,1,-9000,1,38,17-03529,69,6,2,100,37,2,2,2,2,N,1,7670,1,5,80000,8,501,91,91,40.0
54,63,2,2,2,2,N,9,0,1,5790,6,6,2,5,2,2897,3,501,51-01301,16,2,1,18,25,2,2,2,2,N,1,4795,0,N,51000,6,389,72,82,40.0
55,41,2,2,2,2,N,11,0,1,N,10,1,0,2,1,N,9,442,19-01700,95,1,2,104,32,2,2,2,2,N,1,7270,0,3,13500,2,501,100,93,46.666666666666664
56,30,2,2,2,2,N,9,0,1,8680,6,1,0,4,1,-9000,7,391,17-03529,21,2,2,85,58,2,2,2,2,N,1,5370,0,2,3700,1,114,47,38,46.666666666666664
57,25,2,2,2,2,N,7,0,1,N,N,6,1,4,1,46355,5,315,28-01100,97,2,1,44,63,2,2,1,1,N,1,N,1,4,7200,2,293,454,353,46.666666666666664
58,38,2,2,1,2,N,10,0,3,7380,12,1,0,N,2,3218,8,N,06-07502,109,1,2,88,34,2,2,2,2,N,1,8080,0,2,80000,8,501,92,84,40.0
59,38,2,2,1,2,N,12,0,1,4590,10,6,0,4,1,150301,N,420,08-00803,48,1,2,38,38,2,2,2,2,N,1,7460,0,N,197000,9,501,43,43,46.666666666666664
60,47,2,2,2,2,N,8,0,1,N,N,6,0,2,1,-9000,5,164,36-04010,109,2,1,39,42,2,2,2,2,N,1,N,0,4,0,0,501,68,56,53.333333333333336
61,2,2,2,2,2,N,9,0,1,8680,11,1,0,3,1,45118,8,501,06-08507,58,2,2,83,55,2,2,2,2,N,1,7870,1,3,60000,7,501,63,56,53.333333333333336
62,20,2,2,2,2,N,5,0,1,4971,16,4,0,2,1,49608,2,455,13-04600,53,2,2,109,61,2,2,1,2,N,1,9380,0,3,21000,4,372,26,26,40.0
63,4,2,2,2,2,N,5,0,3,7380,6,6,1,5,0,78761,7,291,51-01301,47,2,1,41,40,2,2,2,2,N,2,5170,N,N,0,0,N,59,0,33.33333333333333
64,59,1,2,1,2,N,6,0,1,N,N,4,0,2,1,29311,5,200,13-04600,526,2,1,143,67,2,2,2,2,N,1,N,0,3,10000,2,225,81,81,40.0
65,0,2,2,2,1,N,5,0,1,N,10,1,2,4,2,-9000,5,283,28-01100,79,2,1,87,24,2,2,2,2,N,1,7770,1,3,38000,7,233,56,56,33.33333333333333
66,46,2,2,2,2,N,4,0,1,8470,12,1,N,6,1,-9000,6,303,24-01004,98,1,2,19,49,2,2,2,2,N,1,8191,0,2,24000,3,501,53,58,40.0
67,3,2,1,2,2,N,10,0,1,7860,11,1,0,N,2,-9000,7,89,17-03529,38,1,2,85,33,2,2,2,2,N,1,7870,0,2,28000,4,398,87,87,40.0
68,62,2,2,2,2,N,7,0,1,7860,N,1,2,4,2,18068,3,116,38-00100,91,1,1,74,44,2,2,2,2,N,1,N,1,4,13000,2,291,83,79,46.666666666666664
69,42,2,2,2,2,N,4,0,1,N,N,3,0,3,0,N,5,501,40-00200,55,1,2,70,87,2,2,1,1,N,2,N,N,N,12000,3,N,23,0,26.666666666666668
70,12,2,2,1,N,5,5,0,3,770,10,6,0,2,2,90297,N,132,26-02702,66,1,2,127,30,1,2,2,2,N,1,7690,0,N,8000,2,60,164,487,13.333333333333334
71,33,2,2,2,2,N,5,0,1,8090,11,6,0,3,1,71816,0,466,08-00803,132,1,2,28,28,2,2,2,2,N,1,7860,0,4,31200,4,501,24,24,46.666666666666664
72,30,2,2,2,2,N,11,0,1,8090,14,1,0,2,1,-9000,1,501,01-01301,129,2,1,36,70,2,2,2,2,N,1,8562,0,2,71000,8,501,62,78,60.0
73,94,2,2,2,2,N,5,0,1,770,12,1,0,2,2,-9000,8,213,38-00100,102,1,1,67,52,2,2,2,2,N,1,8290,1,3,39000,5,236,52,53,40.0
74,17,2,2,2,1,N,5,1,1,7380,6,1,4,3,1,N,N,108,32-00405,31,1,1,532,66,1,2,2,2,N,1,4690,0,7,54800,7,197,62,62,26.666666666666668
75,48,2,2,2,2,N,5,0,1,7690,6,6,0,5,2,68154,4,282,38-00100,99,1,1,16,22,2,2,2,2,N,1,4670,4,7,30000,4,266,11,32,46.666666666666664
76,23,2,2,2,2,N,9,0,1,7270,10,1,1,3,1,82084,3,375,38-00100,109,1,1,76,33,2,2,2,2,N,1,7790,2,4,60000,7,372,50,50,40.0
77,13,2,2,2,2,N,4,0,1,8680,N,6,0,5,1,-9000,4,486,13-04600,37,1,1,201,15,2,2,2,2,N,1,N,3,5,13200,3,50,47,44,46.666666666666664
78,71,2,1,2,2,N,5,0,1,8980,N,4,2,3,1,162167,9,501,17-03529,53,2,2,51,89,2,2,1,2,N,1,N,0,2,18200,3,219,62,62,26.666666666666668
79,59,2,2,2,2,N,5,0,1,7860,N,6,0,N,1,-9000,1,344,24-01004,66,1,2,39,18,2,2,2,2,N,1,N,1,4,0,0,501,103,56,40.0
80,9,2,2,2,2,N,5,0,1,N,6,1,2,N,2,268413,2,501,19-01700,283,1,2,207,27,2,2,2,2,N,1,4870,0,2,21100,4,244,164,165,40.0
81,56,2,2,2,2,N,7,0,1,N,7,6,0,2,2,91284,N,501,38-00100,109,1,1,101,39,2,2,2,2,N,1,6270,0,N,410000,9,501,179,178,53.333333333333336
82,38,2,2,2,2,N,9,0,1,8660,12,1,0,2,2,42295,1,356,17-03529,129,1,2,122,28,2,2,2,2,N,1,8191,0,2,65000,7,487,112,98,53.333333333333336
83,66,2,2,2,2,5,10,0,1,7270,12,6,2,2,2,66827,2,396,51-51255,77,1,1,111,45,2,2,2,2,N,1,8191,0,N,95000,8,501,97,97,33.33333333333333
84,41,2,2,2,1,N,3,0,1,N,N,6,1,3,0,N,4,229,38-00100,57,1,1,55,65,2,2,1,2,N,2,N,N,N,26300,4,N,76,0,33.33333333333333
85,82,2,2,2,2,N,10,0,3,7860,10,6,2,3,1,141322,0,158,06-08507,124,6,1,17,49,2,2,2,2,N,1,7380,1,2,172700,9,501,48,48,33.33333333333333
86,20,2,2,1,1,N,10,0,3,170,6,1,1,2,1,248500,1,501,32-00405,71,1,2,70,63,2,2,2,2,N,1,5490,0,2,41000,6,501,58,58,33.33333333333333
87,69,2,2,2,2,N,5,0,1,6890,14,6,2,2,2,N,2,359,08-00803,161,2,1,120,26,2,2,2,2,N,1,8680,0,N,30000,4,227,398,367,40.0
88,26,2,2,2,2,N,4,0,1,6890,12,6,0,N,2,59298,7,240,40-00200,197,1,2,213,16,2,2,2,2,N,1,8270,3,5,26800,5,501,95,155,40.0
89,9,2,2,2,2,N,9,0,1,7860,12,4,0,N,2,162038,2,501,36-04010,66,2,2,100,51,2,2,2,2,N,1,8191,0,2,70000,7,501,88,132,53.333333333333336
90,17,2,2,2,1,N,6,0,1,N,N,2,0,2,1,N,3,463,30-00600,15,1,2,0,79,2,2,2,2,N,1,N,0,N,11500,2,95,28,28,46.666666666666664
91,25,2,2,2,2,N,7,0,1,8660,9,6,N,6,2,49777,8,271,19-01700,16,2,1,32,33,2,2,2,2,N,1,6991,0,N,33800,5,256,416,416,40.0
92,31,2,2,2,2,N,5,0,1,N,N,1,0,2,1,60666,3,366,17-03529,95,2,2,69,62,2,2,2,2,N,1,N,0,2,1500,1,258,50,50,60.0
93,53,2,2,2,2,N,7,0,1,7870,12,6,0,2,2,93380,7,198,19-01700,85,2,2,49,42,2,2,2,2,N,1,8270,1,3,28000,4,207,85,85,46.666666666666664
94,7,2,2,2,2,N,10,0,1,N,N,6,2,2,2,135849,6,290,29-01901,84,6,1,70,23,2,2,2,2,N,1,N,0,N,0,0,0,208,315,46.666666666666664
95,20,1,2,2,2,N,7,0,1,770,10,6,0,N,2,47412,0,501,19-01700,159,1,1,14,27,2,2,2,2,N,1,7390,0,N,45000,6,341,85,74,46.666666666666664
96,25,2,2,2,2,N,7,0,1,5391,15,4,0,4,1,106938,5,372,38-00100,39,1,2,80,63,2,2,2,2,N,1,8980,0,N,20600,3,156,28,27,46.666666666666664
97,18,2,2,1,2,5,7,1,1,N,N,6,2,6,2,84202,2,159,32-00405,38,1,1,168,46,2,2,2,2,N,1,N,0,N,7800,2,59,92,92,40.0
98,40,2,2,2,N,N,7,0,1,8180,6,1,0,7,1,22748,5,410,13-04600,36,1,2,86,67,1,2,2,2,N,1,5080,0,2,4,1,501,49,49,33.33333333333333
99,69,2,2,2,1,N,9,0,1,7290,12,6,2,7,1,126284,4,337,32-00405,66,1,2,84,25,2,2,2,2,N,1,8180,0,N,54000,7,409,59,58,33.33333333333333
100,37,1,2,2,2,N,5,0,1,770,N,1,0,5,2,40204,1,228,30-00600,147,3,2,52,42,2,2,2,2,N,1,N,4,6,0,0,103,65,65,33.33333333333333
101,48,2,1,2,2,5,5,0,1,6080,3,5,2,2,1,83593,1,501,19-01700,79,1,1,93,59,2,2,2,2,N,1,770,0,N,48000,7,365,95,95,26.666666666666668
102,40,2,2,2,1,N,7,0,3,7870,10,6,1,2,2,-9000,4,0,26-02702,63,2,1,59,21,2,2,2,2,N,1,7380,0,N,10400,2,79,126,126,26.666666666666668
103,56,2,2,2,2,N,9,0,1,7470,3,6,0,2,1,34018,4,102,51-01301,122,1,1,15,23,2,2,2,2,N,1,770,0,N,25800,4,194,152,153,53.333333333333336
104,31,1,2,2,1,N,10,0,1,8680,10,6,2,3,1,-9000,2,423,06-08507,420,6,2,9,31,2,2,2,2,N,1,7270,0,4,100120,8,501,71,61,33.33333333333333
105,53,2,2,2,2,N,5,0,1,9470,14,6,2,4,2,N,5,501,08-00803,131,1,1,127,23,2,2,2,2,N,1,8680,0,N,5000,1,38,74,75,40.0
106,58,2,2,2,2,N,7,0,1,4971,16,1,N,4,1,N,N,321,24-01004,73,1,1,50,72,2,2,2,2,5,1,9370,0,2,66000,7,501,54,54,33.33333333333333
107,57,2,1,2,2,N,5,1,1,N,N,1,2,2,1,23662,8,183,32-00405,295,1,1,46,78,2,2,2,2,N,1,N,0,3,7300,2,455,233,232,40.0
108,2,2,2,1,2,N,10,0,1,8590,6,6,4,N,1,200757,0,293,51-51255,106,1,1,113,78,2,2,2,2,N,1,5790,0,N,87400,8,501,62,62,40.0
109,57,2,2,2,2,N,5,0,3,7860,10,6,1,4,0,-9000,3,N,32-00405,67,2,1,54,32,2,1,2,1,N,2,7580,N,N,15000,3,N,106,0,33.33333333333333
110,45,2,2,2,2,N,10,0,1,8680,10,6,0,2,2,89159,3,325,28-01100,53,1,1,61,23,2,2,2,2,N,1,7390,0,N,25000,5,189,56,55,46.666666666666664
111,31,2,2,2,2,N,10,0,3,7380,12,6,2,4,2,179779,N,348,17-03529,22,2,2,130,65,2,2,2,2,N,1,8191,0,2,40000,6,351,94,94,33.33333333333333
112,52,2,2,2,1,N,3,0,1,8470,14,6,0,2,2,-5192,7,209,28-01100,92,2,1,41,25,2,2,1,1,N,1,8680,0,2,10400,3,292,91,87,46.666666666666664
113,20,2,2,1,1,N,3,0,1,N,N,1,0,3,1,130262,9,336,19-01700,122,1,1,119,80,2,2,1,1,N,1,N,0,2,35300,5,349,92,91,53.333333333333336
114,76,2,2,1,2,N,4,0,1,7860,10,1,0,3,1,140681,N,227,28-01100,80,2,1,37,71,2,2,2,2,N,1,7690,0,2,21000,5,305,28,28,40.0
115,14,2,2,1,1,N,10,0,1,6670,15,1,4,7,1,N,5,398,08-00803,26,1,2,42,67,2,2,2,2,N,1,9160,0,2,27800,4,501,44,44,26.666666666666668
116,63,2,1,2,2,N,10,0,1,6991,9,1,0,4,2,-9000,N,381,17-03529,104,1,1,217,36,2,2,2,2,N,1,7071,3,5,5100,1,181,44,58,33.33333333333333
117,27,2,2,2,2,N,10,0,1,7860,10,6,2,6,2,56470,3,227,26-02702,247,1,1,200,63,2,2,2,2,N,1,7380,0,N,47530,7,363,89,89,40.0
118,65,2,2,1,2,N,11,0,1,7860,11,6,1,4,1,-9000,N,151,51-01301,111,1,2,87,30,2,2,2,2,N,1,7860,0,4,67000,7,501,74,71,46.666666666666664
119,50,2,2,2,2,N,5,0,3,6870,6,6,2,2,2,-9000,8,0,24-01004,38,9,2,55,26,2,2,2,2,N,1,5170,1,2,27200,4,207,37,114,40.0
120,67,2,1,1,2,N,11,0,1,7870,12,6,0,5,2,73561,7,195,36-04010,37,2,2,62,66,2,2,2,2,N,1,8191,0,2,40000,5,261,85,85,33.33333333333333
121,69,2,1,2,2,N,8,0,1,4490,3,1,N,2,2,N,2,170,51-51255,48,2,1,0,61,2,2,2,2,N,1,770,0,2,56000,6,501,92,92,40.0
122,50,2,1,2,1,N,7,0,1,3390,6,3,2,N,1,86209,8,501,19-01700,124,1,2,30,62,2,2,2,2,N,1,4980,0,N,83300,9,501,106,106,40.0
123,61,2,2,2,1,5,10,0,1,8470,11,6,0,3,1,55794,8,358,19-01700,19,1,2,250,33,2,2,2,2,N,1,7860,0,N,51000,7,384,91,92,33.33333333333333
124,30,2,2,N,2,N,9,0,1,N,9,6,2,3,2,87666,7,501,38-00100,45,1,2,76,23,2,2,2,2,N,1,6870,0,N,15400,3,117,68,53,33.33333333333333
125,55,2,1,2,1,N,7,0,1,180,N,6,0,N,2,120427,8,286,29-01901,105,2,2,50,36,2,2,1,1,N,1,N,5,6,2500,1,7,155,155,26.666666666666668
126,11,2,2,1,2,N,2,0,1,N,N,N,0,3,1,N,N,399,51-01301,30,6,2,95,6,2,2,2,2,N,1,N,2,4,N,N,501,83,58,53.333333333333336
127,11,2,2,2,2,N,7,1,1,N,10,6,2,N,0,131869,8,319,08-00803,75,1,1,61,20,2,2,2,2,N,3,7490,N,N,10000,2,N,99,0,40.0
128,22,2,2,2,N,N,8,0,1,7290,14,6,N,4,2,156898,6,329,13-04600,43,1,2,39,26,2,2,2,2,N,1,8680,0,N,75000,8,501,216,216,33.33333333333333
129,65,2,2,2,2,N,9,0,1,8191,14,6,2,3,1,120301,3,490,06-07502,49,1,2,83,28,2,2,2,2,N,1,8680,3,5,2400,1,18,168,138,40.0
130,70,2,2,2,2,5,9,0,1,4670,9,6,0,N,1,135872,N,501,30-00600,79,1,1,76,25,2,2,2,2,N,1,6991,0,N,44230,6,333,208,208,46.666666666666664
131,64,2,2,1,2,N,3,0,1,N,N,N,0,3,1,31153,9,400,51-51255,93,8,1,88,13,2,2,2,2,N,1,N,1,3,N,N,501,38,41,46.666666666666664
132,38,2,2,2,2,N,9,0,1,7860,10,4,2,2,1,171638,3,412,51-51255,99,2,2,86,61,2,2,2,2,N,1,7780,0,4,32000,5,455,40,49,40.0
133,13,2,2,2,1,N,8,0,1,8170,6,6,N,2,1,13612,7,311,38-00100,12,1,1,103,23,2,2,2,2,N,1,5391,0,3,2500,1,494,2,21,33.33333333333333
134,65,2,2,2,2,N,7,0,1,7980,3,1,2,2,2,N,9,133,19-01700,52,1,1,60,64,1,1,2,2,N,1,770,0,2,18000,3,132,497,627,33.33333333333333
135,58,2,1,2,2,5,7,0,1,9780,15,4,0,2,1,N,N,379,19-01700,114,1,2,9,63,2,2,2,2,N,1,8990,0,N,88000,9,501,89,90,33.33333333333333
136,52,2,2,2,2,5,9,0,3,9470,16,1,2,4,2,-9000,N,253,13-04600,81,2,2,54,30,2,2,2,2,N,1,9370,0,2,30000,5,193,127,127,26.666666666666668
137,4,2,2,2,2,N,10,0,3,5593,3,1,0,2,1,18170,5,347,51-01301,12,1,1,149,38,2,2,2,2,N,1,770,0,2,175000,9,501,100,93,46.666666666666664
138,4,2,2,1,2,N,9,0,1,7970,6,6,1,3,2,N,9,374,51-51255,97,2,1,41,42,2,2,2,2,N,1,5381,0,3,20000,3,430,125,43,40.0
139,9,2,2,2,2,N,9,0,1,8170,11,6,0,N,2,-9000,5,274,13-04600,115,1,1,133,28,2,2,2,2,N,1,7870,0,N,60000,7,458,20,17,53.333333333333336
140,72,2,2,1,1,N,7,0,3,N,N,5,0,2,2,34639,2,455,32-00405,103,1,1,59,54,2,2,1,1,N,1,N,1,2,10900,2,62,187,187,53.333333333333336
141,60,2,1,2,2,5,10,0,1,7270,15,1,2,N,2,-9000,2,389,06-08507,35,1,1,45,46,2,2,2,2,N,1,9190,2,4,27800,4,501,43,43,33.33333333333333
142,33,2,2,1,1,N,5,0,3,770,12,1,0,N,1,-9000,7,204,06-08507,37,1,2,106,76,2,2,2,2,N,1,7980,0,2,15000,3,312,109,98,26.666666666666668
143,12,1,2,1,2,N,3,1,1,8680,10,6,2,N,2,66261,0,262,32-00405,283,1,2,167,39,2,2,2,2,N,1,7690,1,4,10000,2,75,45,44,26.666666666666668
144,34,2,2,2,2,N,9,0,1,180,11,6,N,2,2,83818,5,464,30-00600,80,1,2,254,25,2,2,2,2,N,1,7860,0,N,40000,6,304,18,18,40.0
145,81,2,2,1,2,N,10,0,1,N,N,4,0,2,2,39181,2,298,17-03529,78,2,2,66,65,2,1,1,2,N,1,N,0,N,15100,3,123,44,44,46.666666666666664
146,11,2,2,2,2,N,7,0,1,490,4,6,2,N,1,97654,4,501,08-00803,43,1,2,51,23,2,2,2,2,N,1,3380,0,2,15500,3,124,168,97,40.0
